Name,Address,Longitude,Latitude,OperatorID,Connector,Power
Linzer Str.280,"Linzer Straße 280, 1140, Wien",16.277071,48.197198,VNA,type2,11
Linzer Str.280,"Linzer Straße 280, 1140, Wien",16.277071,48.197198,VNA,type2,11
Fünkhg.20,"Fünkhgasse 20, 1140, Wien",16.293507,48.19537,VNA,type2,11
Fünkhg.20,"Fünkhgasse 20, 1140, Wien",16.293507,48.19537,VNA,type2,11
Hietzinger Hauptstraße 2,"Hietzinger Hauptstraße 41, 1130, Wien",16.291993,48.187014,VNA,type2,11
Hietzinger Hauptstraße 2,"Hietzinger Hauptstraße 41, 1130, Wien",16.291993,48.187014,VNA,type2,11
Klitschgasse,"Klitschgasse 4, 1130, Wien",16.285261,48.166857,VNA,type2,11
Klitschgasse,"Klitschgasse 4, 1130, Wien",16.285261,48.166857,VNA,type2,11
Jagdschloßgasse,"Jagdschloßgasse 59, 1130, Wien",16.27234,48.1776,VNA,type2,11
Jagdschloßgasse,"Jagdschloßgasse 59, 1130, Wien",16.27234,48.1776,VNA,type2,11
Schloßberggasse,"Schloßberggasse 2A, 1130, Wien",16.261054,48.194595,VNA,type2,11
Schloßberggasse,"Schloßberggasse 2A, 1130, Wien",16.261054,48.194595,VNA,type2,11
Hietzinger Hauptstraße 124,"Hietzinger Hauptstraße 124, 1130, Wien",16.275175,48.187693,VNA,type2,11
Hietzinger Hauptstraße 124,"Hietzinger Hauptstraße 124, 1130, Wien",16.275175,48.187693,VNA,type2,11
Auhofstraße 128,"Auhofstraße 128, 1130, Wien",16.272214,48.190615,VNA,type2,11
Auhofstraße 128,"Auhofstraße 128, 1130, Wien",16.272214,48.190615,VNA,type2,11
Stadlergasse,"Stadlergasse 9A, 1130, Wien",16.283961,48.182043,VNA,type2,11
Stadlergasse,"Stadlergasse 9A, 1130, Wien",16.283961,48.182043,VNA,type2,11
Rechte Wienzeile 39,"Rechte Wienzeile 39, 1040, Wien",16.35988,48.196746,VNA,type2,11
Rechte Wienzeile 39,"Rechte Wienzeile 39, 1040, Wien",16.35988,48.196746,VNA,type2,11
Margaretenstraße Station 3,"Margaretenstraße 52, 1040, Wien",16.362166,48.194325,VNA,type2,11
Margaretenstraße Station 3,"Margaretenstraße 52, 1040, Wien",16.362166,48.194325,VNA,type2,11
Zelda Kaplan Weg 5 Außenanlage PP1,"Zelda Kaplan Weg 5, 1100, Wien",16.349746,48.165864,VIE,type2,22
Zelda Kaplan Weg 5 Außenanlage PP1,"Zelda Kaplan Weg 5, 1100, Wien",16.349746,48.165864,VIE,type2,11
öff. Wipark - P&R Siebenhirten,"Porschestraße 25, 1230, Wien",16.310478,48.129412,VIE,type2,11
öff. Wipark - P&R Siebenhirten,"Porschestraße 25, 1230, Wien",16.310478,48.129412,VIE,type2,3
öff. Wipark - P&R Siebenhirten,"Porschestraße 25, 1230, Wien",16.310478,48.129412,VIE,type2,3
öff. Wipark - P&R Siebenhirten,"Porschestraße 25, 1230, Wien",16.310478,48.129412,VIE,type2,3
